bash_code,nl_command,srno
find . -name test -print,"Search the current directory tree for files and directories called ""test""",17344
df -h .,Report file system containing path to the current working directory disk usage human-readable.,6343
find . -type f -exec chgrp usergroup {} \;,change the group of all regular/normal files in the current directory,20018
mount -l | grep 'type nfs' | sed 's/.* on \([^ ]*\) .*/\1/',List all nfs mount points on the system,13998
"find . -name '*.c' -print0 |xargs -0 wc -l|grep -v total|awk '{ sum += $1; } END { print ""SUM: "" sum; }'",Prints total number of lines of all *.c files in a current folder and subfolders.,17435
sort < file2.txt file2.txt | uniq -u,"Print lines in ""file1.txt"" that do not exist in ""file2.txt""",8783
"sed ""s/,/\t/g"" filename.csv | less",Replace all commas with tab characters in 'filename.csv' and page interactively through the result.,8712
find . -type f -mtime +3,Find all regular files that reside in the current directory tree and were last modified more than 3 days ago,3381
"yes ""Hidden"" | paste -d' ' -s - | dd of=/dev/sdb","Continuously write ""Hidden"" separated by spaces over the entire ""/dev/sdb"" disk",3677
"find . -type f -name ""*cache.html"" -exec gzip -k {} \;","Compress every file in the current directory tree that matches ""*cache.html"" and keep the original file",5777
full_backup_dir=$(find . -depth \( -wholename \./\.\* \) -prune -o -mtime -1 -print),Find all files in current directory that were modified less than 1 day ago excluding hidden files and put the output to full_backup_dir variable,24072
"find -name ""*.mkv""","find all the files ending with ""mkv"" in current folder",6574
"#!/bin/bash

original_rules=""/etc/iptables/rules.v4""

current_rules=""/tmp/current_rules.v4""

diff=$(diff $original_rules $current_rules)

if [ -n ""$diff"" ]; then
    echo ""Firewall rules have been modified."" | mail -s ""Firewall Rule Modification Alert"" user@example.com
fi",Create a script to monitor system firewall rules and send an alert if any rules are modified.,21564
cat /proc/1/sched  | head -n 1,Print info about thread number of process with pid 1,1608
"find . -maxdepth 1 -type d -iname ""*linkin park*"" -exec cp -r {} /Users/tommye/Desktop/LP \;","Find all directories in the current one with ""linkin park"" in their names and copy them to /Users/tommye/Desktop/LP",19995
find ./ -size +1000k,find all files in current folder which are bigger than 1MB,24276
"find . -type f | xargs grep -I ""needle text""","Search the current directory recursively for files containing ""needle text""",24570
find . -maxdepth 1 -type d -exec ls -dlrt {} \; | wc --lines,Count all directories in maximum 1 level down the current directory,15884
find . -name vmware-*.log | xargs rm,Remove all vmware-*.log files under current directory,17176
echo gzip. $( gzip | wc -c ),Compress from standard input and print the byte count preceded with 'gzip.',8985
find . -type l | xargs ls -ld,Find symlinks in the current directory tree,19441
"find . -type f -name ""*cache.html"" -exec gzip -k {} \;","Compress every file in the current directory tree that matches ""*cache.html"" and keep the original file",15523
ls -d */|sed 's|[/]||g',"List directories in the current working directory and remove the trailing ""/""",1981
ls /homes/ndeklein/mzml/*.gz | xargs -I {} gunzip {},"Unzip all files matching ""/homes/ndeklein/mzml/*.gz""",11426
bzip2 -dc archive.tbz | tar xvf - filename,Extracts single file 'filename' from bzip2-compressed tarball archive.tbz.,19983
find . -size 10M,Find all files/directories under current directory that are 10MB in size,17318
find / -user root | head,find all the files in the entire filesystem which belong to the user root and display the ten files.,12156
"#!/bin/bash

while true; do
    grep 'failed' /var/log/vsftpd.log
    sleep 600

done",Create a script that monitors system FTP server activity and logs any failed login attempts.,12858
find -mtime -5 -type f -print,find all regular/normal files in the current folder that have been modified in the last 120 hours,7425
tmux list-sessions,Lists tmux sessions.,5627
ls -m,"Lists all files in a current folder, separating names with comma.",1683
find /tmp/test/* -mtime +1,find all the files that have not been modified in the last 24 hours,16134
find . -mtime -7 -type f,find regular files which modification time is  7 days ago,20564
find . -iname foo -type d,Search for directory foo ignoring case,16336
yes | head -n10 | grep -n . | cut -d: -f1 | paste -sd:,"Print numbers 1 through 10 separated by "":""",6447
find . -mtime -7,Find all files and directories that have been modified in the last seven days.,20501
dirname `find / -name ssh | grep bin`,Finds all folders that contain 'ssh' file and have 'bin' in path.,989
file_changed=$(find . -depth \ -prune -o -mtime -1 -print | cpio -oav),Find all files in current directory that were modified less than 1 day ago excluding hidden files  and archive them and put the output into the variable file_changed,15084
"find . -mindepth 1 -maxdepth 1 -type f -print0 | xargs -0 -I {} echo ""{}""",Get the list of regular files in the current directory,11646
find . | sort,find all the files in the current folder and display them in the sorted order of their name,19281
yes | command,"Continuously send ""y"" to input of ""command""",20163
"echo `ls` ""`cal`""",Prints sequentially listing of a current folder and calendar of a current month.,22043
find / -type f -print0 | xargs -0 grep -liwZ GUI | xargs -0 rm -f,"delete all the normal files in the current directory whcih have the word ""gui"" in their content.",11723
shopt -s cdable_vars,Enables shell option 'cdable_vars'.,3094
find . -group root -print | xargs chgrp temp,Change the group to `temp' for all files in the current directory tree that belong to group `root',19540
"find -regex ""^.*~$\|^.*#$""","display all files in current folder ending with ""~"" or ""#"" using regular expression",13262
"#!/bin/bash

for ((i=0; i<12; i++)); do
    sar -n DEV 5 6
    sleep 5
done",Monitor system network traffic every 5 seconds for 1 minute and display the results.,13999
"#!/bin/bash

critical_files=""/etc/passwd /etc/shadow /etc/sudoers""

for file in $critical_files; do
    if [ -f ""$file"" ]; then
        checksum=$(md5sum $file | awk '{print $1}')
        if [ ""$checksum"" != ""$previous_checksum"" ]; then
            echo ""Critical file $file has been modified."" | mail -s ""File Modification Alert"" user@example.com
        fi
    fi

done",Create a script to monitor system file changes and send an alert if any critical files are modified.,18208
ssh -f mysql_access_server -L 3309:sqlmaster.example.com:3306 -N,"Forward all connections to client localhost 3309 via the SSH tunnel to ""mysql_access_server"" and then connect to host ""sqlmaster.example.com"" on port 3306",17483
ln -sf new_destination linkname,"forcibly create a symbolic link named ""linkname"" to file ""new_destination""",10397
"find / -name ""*.conf""",find all the configuration files in the file system,2845
find -daystart -mtime +7,find all the files that are not modified in the last 7 days,9079
ifconfig | grep 'inet' | grep -v '127.0.0.1' | awk '{print $2}' | sed 's/addr://',Gets IP addresses of all active network interfaces on host.,3343
find . -atime +7 -print,Search  in current directory downwards all files which  have not been accessed since last 7 days,16423
"tr -cd "";0-9""","Remove all characters except "";"" and digits from standard input",6541
"#!/bin/bash

sum_of_numbers() {
    n=""$1""
    sum=0
    for ((i=1; i<=n; i++)); do
        sum=$((sum + i))
    done
    echo ""$sum""
}
sum_of_numbers 100",Create a script to calculate the sum of numbers from 1 to N.,14289
find / \ -print,"find all the directories in the file system which have read, write and execute to all the users",3357
find . -type f,display all the regular/normal files in current directory,13026
cat B C D | sort | comm -2 -3 A -,"Extract any line in sorted file ""A"" that does not appear in ""B"", ""C"", or ""D""",11746
find teste1 teste2 -type f -exec md5 -r {} \; | sort,find the md5 sum of all the regular files in multiple folders and display them in sorted order,11802
"tac | sed -n '/PATTERN/,+19{h;d};x;/^$/!{p;s/.*//};x' | tac",prints a line 19 lines from the line containing PATTERN,14415
find /usr/share/doc -name README,find all read me files in a folder,7814
find . -depth -name .svn -exec rm -fr {} \;,Delete all .svn files/directories under current directory,24241
scp -r myServer:/something,"Recursively copy directory or file /something on host ""myServer"" to current directory on local host, connecting as ssh user matching username on local host.",21511
diff -qr directory directory.original | cut -d' ' -f2 | xargs dirname | uniq,Finds files in 'directory' folder with the same name and location but different content than files in 'directory.original' folder and prints location of such files.,2429
find . -mtime +30 -a -mtime -7 -print0,find all the files in the current folder which have been modified for the ffiles that are at least one week old (7 days) but less then 30 days old,21428
diff -qr /tmp/dir1/ /tmp/dir2/,"Print which files differ in ""/tmp/dir1"" and ""/tmp/dir2"" recursively",21731
unset -v penultimate,Unsets shell variable 'penultimate',11940
"#!/bin/bash

cat /etc/group | cut -d: -f1",Print the list of all groups on the system.,21196
"#!/bin/bash

file=""myfile.txt""
if [ ! -f ""$file"" ]; then
    touch ""$file""
fi
echo ""$file created or already exists.""",Create a script to check if a file exists and create it if it doesn't.,17071
"find . -name ""vmware-*.log"" -exec rm '{}' \;",Remove all vmware-*.log files under current directory,4800
dig stackoverflow.com,Make DNS lookup for hostname stackoverflow.com,2354
find . -type f -size +500M,Find regular files that are bigger than 500 MB in size under current directoryt tree,22738
rsync -aHvz /path/to/sfolder/ name@remote.server:/path/to/remote/dfolder,"Archive ""/path/to/sfolder/"" to ""name@remote.server:/path/to/remote/dfolder"" preserving hard links and compressing the data during transmission",16379
"#!/bin/bash

num=12345
sum=0
while [ $num -gt 0 ]; do
    digit=$((num % 10))
    sum=$((sum + digit))
    num=$((num / 10))
done
echo ""The sum of digits is: $sum""",Create a script to find the sum of digits of a number.,11384
